SaleID,Time,Service_Arts_time,Service_Elem_School_time,Service_Golf_time,Service_Gym_time,Service_High_School_time,Service_Historic_time,Service_ISU_time,Service_Library_time,Service_Medical_time,Service_Organic_Groceries_time,Service_Park_time,Service_Recreation_time,Service_Religion_time,Service_Restaurant_time,Service_Shopping_time,Service_Spa_time,Closest_5_feature,Closest_all_feature,Central_historic_feature,num_biz_180s_feature,num_biz_480s_feature,Rcrd_Yr,Inst1_Yr,LotArea,YrBuilt,TtlBsmtSF,Fireplaces,PoolArea,GarYrBlt,Cars,GarageArea,TotalArea,TotalArea_Gar,Has_Fireplace,Has_Garage,Has_Bsmt,AsbShng_Ext,BrkComm_Ext,BrkFace_Ext,CemntBd_Ext,HdBoard_Ext,ImStucc_Ext,MetalSd_Ext,No Data_Ext,Plywood_Ext,Stone_Ext,Stucco_Ext,VinylSd_Ext,Wd Sdng_Ext,WdShing_Ext,2 Types_GrType,Attachd_GrType,Basment_GrType,BuiltIn_GrType,Carport_GrType,Detachd_GrType,No Data_GrType,None_GrType,1_Story_HsStyle,1_5_Fin_HsStyle,1_5_Unf_HsStyle,2_Story_HsStyle,2_5_Fin_HsStyle,2_5_Unf_HsStyle,No_Data_HsStyle,S_Foyer_HsStyle,S_Level_HsStyle
754,128.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,187.52,356.56666666666666,425.7,2,14,2021.0,2021.0,9556.0,1992.0,1168.0,0.0,0.0,1992.0,2.0,420.0,2355.0,2775.0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
800,118.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.35999999999999,321.01666666666665,384.3,2,16,2021.0,2021.0,15047.0,1984.0,1462.0,1.0,0.0,1984.0,2.0,621.0,2987.0,3608.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
844,151.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,205.04000000000002,360.29999999999995,419.9,2,14,2021.0,2021.0,10176.0,1990.0,1513.0,1.0,0.0,1990.0,2.0,576.0,3037.0,3613.0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
852,153.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.88000000000002,360.31666666666666,419.6,2,14,2021.0,2021.0,4859.0,1988.0,1028.0,1.0,0.0,1988.0,2.0,528.0,2616.0,3144.0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
918,148.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.64000000000001,351.3833333333333,414.7,1,15,2021.0,2021.0,5250.0,1988.0,1356.0,2.0,0.0,1988.0,2.0,462.0,2892.0,3354.0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
929,145.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.98000000000002,368.97777777777776,418.9,1,15,2021.0,2021.0,18062.0,2006.0,1502.0,1.0,0.0,2006.0,3.0,758.0,4840.0,5598.0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
987,178.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.56,374.4944444444444,404.2,1,15,2021.0,2021.0,11702.0,2005.0,2656.0,3.0,0.0,2005.0,3.0,830.0,5338.0,6168.0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1151,64.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.26,304.67777777777775,356.1,3,16,2021.0,2021.0,11440.0,1977.0,1392.0,1.0,0.0,1977.0,2.0,491.0,2784.0,3275.0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1186,57.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.62,290.0388888888889,343.7,4,16,2021.0,2021.0,10680.0,1976.0,1102.0,0.0,0.0,1976.0,2.0,539.0,2477.0,3016.0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1208,45.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.9,299.9111111111111,330.0,3,16,2021.0,2021.0,10400.0,1994.0,1310.0,1.0,0.0,1994.0,2.0,498.0,3751.0,4249.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1221,170.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.66,379.7055555555555,446.1,2,14,2021.0,2021.0,10978.0,1979.0,991.0,1.0,0.0,1979.0,2.0,480.0,2926.0,3406.0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1276,224.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.96,412.15,462.9,0,13,2021.0,2021.0,10530.0,1979.0,1066.0,1.0,0.0,1979.0,2.0,578.0,3568.0,4146.0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1299,169.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.35999999999999,356.56666666666666,391.6,1,14,2021.0,2021.0,16692.0,1978.0,1392.0,2.0,0.0,1978.0,2.0,564.0,4176.0,4740.0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1365,85.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,167.7,337.40555555555557,405.1,2,16,2021.0,2021.0,8000.0,2003.0,872.0,0.0,0.0,2003.0,2.0,540.0,2616.0,3156.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1386,54.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.34,299.67777777777775,346.3,3,16,2022.0,2022.0,11912.0,1975.0,1047.0,1.0,0.0,1975.0,2.0,608.0,2129.0,2737.0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1420,17.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.6,291.07222222222225,327.8,3,16,2021.0,2021.0,10140.0,1973.0,1289.0,1.0,0.0,1973.0,2.0,493.0,2831.0,3324.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1453,85.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.78,305.84444444444443,333.7,3,16,2021.0,2021.0,8294.0,1976.0,888.0,0.0,0.0,0.0,0.0,0.0,1776.0,1776.0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1458,72.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.68,309.67777777777775,348.2,3,16,2021.0,2021.0,7383.0,1971.0,864.0,0.0,0.0,0.0,0.0,0.0,1728.0,1728.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1498,92.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.94,316.5,362.2,3,16,2021.0,2021.0,12000.0,2006.0,1872.0,1.0,0.0,2006.0,2.0,640.0,3744.0,4384.0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1512,71.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.07999999999998,307.4555555555555,362.6,3,16,2021.0,2021.0,10500.0,1968.0,1087.0,1.0,0.0,1968.0,1.0,631.0,2174.0,2805.0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1556,84.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.68,321.05555555555554,376.2,2,16,2021.0,2021.0,8450.0,1969.0,960.0,0.0,0.0,1969.0,1.0,288.0,1920.0,2208.0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1600,80.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.85999999999999,297.8666666666667,323.7,3,16,2021.0,2021.0,6984.0,1970.0,825.0,0.0,0.0,2008.0,2.0,576.0,1650.0,2226.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1617,115.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,147.66,292.4166666666667,300.2,4,17,2021.0,2021.0,9000.0,1971.0,864.0,0.0,0.0,1986.0,2.0,576.0,1728.0,2304.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1621,126.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,158.35999999999999,303.1166666666667,310.9,4,16,2021.0,2021.0,9000.0,1971.0,864.0,0.0,0.0,1977.0,1.0,352.0,1728.0,2080.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1625,111.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.88,297.6,306.2,4,17,2021.0,2021.0,6122.0,1999.0,0.0,0.0,0.0,1999.0,2.0,516.0,1224.0,1740.0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1766,78.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.8,291.76666666666665,315.5,4,17,2021.0,2021.0,1680.0,1973.0,483.0,0.0,0.0,0.0,0.0,0.0,1470.0,1470.0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1817,73.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.4,287.85,310.8,4,17,2021.0,2021.0,1680.0,1971.0,630.0,0.0,0.0,1991.0,1.0,280.0,1932.0,2212.0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1853,46.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.14000000000001,262.1222222222222,285.0,4,17,2021.0,2021.0,4043.0,1975.0,1069.0,1.0,0.0,1975.0,2.0,440.0,2138.0,2578.0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1880,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120.4,267.3388888888889,279.2,4,17,2021.0,2021.0,2308.0,1976.0,804.0,1.0,0.0,1976.0,2.0,440.0,2352.0,2792.0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1902,148.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,239.8,471.35555555555555,613.8,1,8,2021.0,2021.0,14154.0,2007.0,1060.0,1.0,0.0,2007.0,3.0,948.0,3228.0,4176.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1927,63.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.52,271.72222222222223,293.3,4,17,2021.0,2021.0,2280.0,1974.0,1055.0,0.0,0.0,1975.0,1.0,319.0,2110.0,2429.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1928,64.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.4,271.67777777777775,293.1,4,17,2021.0,2021.0,2280.0,1977.0,836.0,0.0,0.0,1975.0,1.0,308.0,1672.0,1980.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1950,75.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.35999999999999,276.44444444444446,294.8,4,17,2021.0,2021.0,2215.0,1978.0,855.0,1.0,0.0,1978.0,2.0,440.0,2311.0,2751.0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1951,75.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.28,276.6222222222222,295.2,4,17,2021.0,2021.0,2304.0,1978.0,1055.0,0.0,0.0,1978.0,1.0,319.0,2110.0,2429.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1976,80.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.14000000000001,270.6611111111111,281.8,4,17,2021.0,2021.0,7150.0,1966.0,888.0,0.0,0.0,1966.0,1.0,432.0,1813.0,2245.0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1999,134.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,232.11999999999998,466.62222222222226,610.2,1,8,2021.0,2021.0,11825.0,2006.0,1694.0,1.0,0.0,2006.0,3.0,856.0,3388.0,4244.0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2044,95.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,192.82,427.32222222222225,570.9,2,11,2021.0,2021.0,14592.0,2010.0,2013.0,2.0,0.0,2010.0,3.0,898.0,4050.0,4948.0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2061,111.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,204.94,437.6222222222222,580.5,2,10,2021.0,2021.0,12539.0,2005.0,1615.0,1.0,0.0,2005.0,4.0,1144.0,4423.0,5567.0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2068,134.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,218.85999999999999,455.76666666666665,592.7,1,8,2021.0,2021.0,10304.0,2011.0,1645.0,1.0,0.0,2012.0,3.0,736.0,3300.0,4036.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2070,148.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216.11999999999998,445.65,579.0,1,9,2021.0,2021.0,10173.0,2010.0,1574.0,1.0,0.0,2010.0,3.0,849.0,3148.0,3997.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2091,194.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,239.38000000000002,458.1611111111111,587.1,0,8,2021.0,2021.0,13343.0,2015.0,1881.0,1.0,0.0,2015.0,3.0,834.0,3534.0,4368.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2105,217.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,233.48000000000002,434.35,556.4,0,10,2021.0,2021.0,12804.0,2016.0,1142.0,1.0,0.0,2016.0,3.0,663.0,3438.0,4101.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2115,201.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,246.58,465.3611111111111,594.3,0,8,2021.0,2021.0,11626.0,2020.0,1833.0,1.0,0.0,2020.0,3.0,841.0,3666.0,4507.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2126,211.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,238.14000000000001,448.1388888888889,573.7,0,9,2021.0,2021.0,13873.0,2020.0,1793.0,1.0,0.0,2020.0,3.0,858.0,3586.0,4444.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2129,216.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,250.06,463.2944444444444,590.1,0,8,2021.0,2021.0,14880.0,2016.0,2032.0,1.0,0.0,2016.0,3.0,835.0,4064.0,4899.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2178,156.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,227.2,448.93333333333334,587.6,1,8,2021.0,2021.0,9709.0,2007.0,918.0,2.0,0.0,2007.0,3.0,786.0,3018.0,3804.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2223,130.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,203.44,425.8666666666667,564.8,2,12,2021.0,2021.0,13472.0,2003.0,2392.0,1.0,0.0,2003.0,3.0,968.0,4784.0,5752.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2232,129.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,205.06,429.1333333333333,568.7,2,11,2021.0,2021.0,14277.0,2003.0,1317.0,1.0,0.0,2003.0,3.0,818.0,3702.0,4520.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2253,186.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202.85999999999999,398.18888888888887,526.7,0,12,2021.0,2021.0,9316.0,2002.0,1576.0,1.0,0.0,2002.0,2.0,420.0,3254.0,3674.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2259,32.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,226.32,430.5222222222222,530.0,1,10,2021.0,2021.0,12349.0,2005.0,1434.0,1.0,0.0,2005.0,2.0,470.0,2868.0,3338.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2266,186.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202.85999999999999,398.18888888888887,526.7,0,12,2021.0,2021.0,10350.0,2003.0,1201.0,1.0,0.0,2003.0,2.0,570.0,2937.0,3507.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2338,151.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173.94,367.09444444444443,492.1,4,13,2021.0,2021.0,6240.0,2006.0,1325.0,1.0,0.0,2006.0,2.0,550.0,2650.0,3200.0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2348,175.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,197.44,390.59444444444443,515.6,2,13,2021.0,2021.0,2268.0,2003.0,764.0,0.0,0.0,2003.0,2.0,474.0,2390.0,2864.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2364,157.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,179.14000000000001,372.2944444444445,497.3,4,13,2021.0,2021.0,4780.0,2004.0,1315.0,1.0,0.0,2004.0,2.0,629.0,2630.0,3259.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2375,204.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,222.92,421.8833333333333,543.2,0,12,2021.0,2021.0,10660.0,2016.0,1684.0,1.0,0.0,2016.0,3.0,814.0,3368.0,4182.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2380,203.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,226.11999999999998,434.3277777777778,559.2,0,10,2021.0,2021.0,11247.0,2017.0,1692.0,1.0,0.0,2017.0,3.0,825.0,3384.0,4209.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2386,180.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,225.28000000000003,444.0611111111111,573.0,0,9,2021.0,2021.0,13137.0,2020.0,1503.0,1.0,0.0,2020.0,3.0,717.0,3006.0,3723.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2389,203.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,239.66,454.04999999999995,581.3,0,9,2021.0,2021.0,12428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2395,213.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,232.58,430.85,551.9,0,11,2021.0,2021.0,9750.0,2020.0,1403.0,1.0,0.0,2020.0,3.0,743.0,2806.0,3549.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2468,50.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,244.11999999999998,448.32222222222225,547.8,1,10,2021.0,2021.0,7697.0,2007.0,1322.0,0.0,0.0,2007.0,2.0,428.0,2644.0,3072.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2544,2.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,192.45999999999998,402.9777777777778,495.1,1,12,2021.0,2021.0,25804.0,2004.0,1326.0,0.0,0.0,2004.0,2.0,385.0,2652.0,3037.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2546,49.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,219.0,418.81111111111113,516.6,1,12,2021.0,2021.0,11084.0,2004.0,384.0,1.0,0.0,2004.0,2.0,400.0,1758.0,2158.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2599,69.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,200.95999999999998,393.7944444444445,488.9,1,13,2021.0,2021.0,7750.0,2001.0,1012.0,1.0,0.0,2001.0,2.0,451.0,3335.0,3786.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2792,188.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,223.68,416.6222222222222,553.5,0,12,2021.0,2021.0,11763.0,1997.0,2100.0,1.0,0.0,1997.0,3.0,1034.0,5393.0,6427.0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2849,75.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,172.95999999999998,360.6166666666667,452.5,2,14,2021.0,2021.0,11530.0,1999.0,1024.0,1.0,0.0,1999.0,2.0,461.0,2986.0,3447.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2864,41.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,182.54000000000002,385.15,473.0,1,14,2021.0,2021.0,9967.0,2000.0,384.0,1.0,0.0,2000.0,2.0,400.0,1814.0,2214.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2895,72.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,157.16,349.57222222222225,433.5,4,14,2021.0,2021.0,12087.0,1998.0,985.0,1.0,0.0,1999.0,2.0,390.0,3044.0,3434.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2898,72.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,157.56,349.97222222222223,433.9,4,14,2021.0,2021.0,15896.0,1999.0,1177.0,1.0,0.0,1999.0,3.0,658.0,3489.0,4147.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2927,188.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,223.8,416.82222222222225,554.1,0,12,2021.0,2021.0,9545.0,1999.0,1477.0,1.0,0.0,1999.0,3.0,729.0,4181.0,4910.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2943,182.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,230.9,427.56111111111113,569.1,0,12,2021.0,2021.0,15138.0,1995.0,1463.0,2.0,0.0,1995.0,3.0,810.0,4257.0,5067.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2946,190.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,228.58,420.84444444444443,551.6,0,11,2021.0,2021.0,11931.0,1996.0,1562.0,1.0,0.0,1996.0,2.0,580.0,4628.0,5208.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3007,165.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196.18,387.75,522.0,3,12,2021.0,2021.0,13209.0,1999.0,1877.0,1.0,0.0,1999.0,3.0,911.0,3774.0,4685.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
